payment_id,action_taken,execution_status,recovered_amount,notes,execution_timestamp
pay_658b789db20d41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.090113+00:00
pay_5fa331218bab45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:30.092015+00:00
pay_8add8044a8b944,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:30.093997+00:00
pay_88d134a65b714d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.095957+00:00
pay_0e396faf32c845,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:30.099322+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.101239+00:00
pay_1c2830e255a641,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.103325+00:00
pay_555df0f6b29245,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.106172+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.108043+00:00
pay_4d5ed169c0dd4d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.109789+00:00
pay_6ad5efc4403e48,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:30.111709+00:00
pay_9b21693c87134e,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:30.114152+00:00
pay_d7b68697117047,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:30.116316+00:00
pay_1b8867ff569043,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:30.118260+00:00
pay_c133b4f00f844c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:30.121295+00:00
pay_198cc292508e4c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.749997+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.753909+00:00
pay_448b26a786f24f,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.756961+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.759386+00:00
pay_4744ac83dae044,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.766211+00:00
pay_86f8a929396a4a,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.768082+00:00
pay_fad24497accc4f,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.770090+00:00
pay_f5863af444e14d,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.771547+00:00
pay_8daa230f1bc04f,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.773295+00:00
pay_b0414e54d29d48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.776331+00:00
pay_df58c3ef7d5d45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.778873+00:00
pay_ee4d851071674e,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.782221+00:00
pay_894811081a0645,send_reminder,skipped,0,send_reminder not automated yet; notification service required,2026-08-23T07:53:46.786265+00:00
pay_b8583eec85e043,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.788359+00:00
pay_8762b97dbbb34c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.790515+00:00
pay_541fb5b6b7e341,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.792783+00:00
pay_03b9eede25884d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.795445+00:00
pay_a5da5901405d4b,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.798753+00:00
pay_7583fb49df2e43,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.800810+00:00
pay_c435a704261a49,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.803521+00:00
pay_ec6ba30d08db4d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.806146+00:00
pay_19943116b8314c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.808687+00:00
pay_99ef3457f10941,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.811955+00:00
pay_bc0789d5882c4c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.814188+00:00
pay_2dd9b14cbcae4c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.816267+00:00
pay_6789e50f332e45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.818601+00:00
pay_f1d67ea4b2d040,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.820575+00:00
pay_3b952fa41a6642,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.822722+00:00
pay_87a81cc2ed8643,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.825190+00:00
pay_476a0f02115048,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.826978+00:00
pay_815990007dd041,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.829232+00:00
pay_719997839cce48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.831328+00:00
pay_756f07a8e80444,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.833166+00:00
pay_4de63ce0dac049,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.834983+00:00
pay_35746940215c49,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.837009+00:00
pay_ba4a856830f143,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.838919+00:00
pay_4463614bbe6c45,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.841124+00:00
pay_2531470561594c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.844016+00:00
pay_2411b287e2a64d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.846246+00:00
pay_c12ca86133284d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.848281+00:00
pay_0d0f68eeb6e244,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.850004+00:00
pay_cfbd430b58d94b,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.852080+00:00
pay_44c254cbabf747,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.855139+00:00
pay_f1d7b74656c145,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.858308+00:00
pay_9adb916bb74a47,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.864133+00:00
pay_32ef14b43cb44a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.866455+00:00
pay_affec597019046,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.868555+00:00
pay_216119fde87d4a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.870869+00:00
pay_52bf197c365e4a,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.872780+00:00
pay_94f071b753ef42,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.874791+00:00
pay_e7e9905e95fc45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.877347+00:00
pay_034312d49fa14c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.879833+00:00
pay_e93fee3805e449,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.883592+00:00
pay_59d6bd6a213542,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.885423+00:00
pay_a3240a1f508c47,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.888015+00:00
pay_b24bb629a14a4b,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.891104+00:00
pay_6e5ff97815ce48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.893719+00:00
pay_7ca10fcce42a45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.897562+00:00
pay_2a3858d4c0e14a,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.899839+00:00
pay_74a4633a7fea40,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.901918+00:00
pay_658b789db20d41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.904230+00:00
pay_5fa331218bab45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.906402+00:00
pay_8add8044a8b944,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.909298+00:00
pay_88d134a65b714d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.912536+00:00
pay_0e396faf32c845,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.914767+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.916879+00:00
pay_1c2830e255a641,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.918757+00:00
pay_555df0f6b29245,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.920715+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.922509+00:00
pay_4d5ed169c0dd4d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.925290+00:00
pay_6ad5efc4403e48,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.927257+00:00
pay_9b21693c87134e,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:53:46.930012+00:00
pay_d7b68697117047,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.931933+00:00
pay_1b8867ff569043,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:53:46.933862+00:00
pay_c133b4f00f844c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:53:46.935820+00:00
pay_198cc292508e4c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.345954+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.350374+00:00
pay_448b26a786f24f,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.353523+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.356722+00:00
pay_4744ac83dae044,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.360788+00:00
pay_86f8a929396a4a,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.363654+00:00
pay_fad24497accc4f,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.367787+00:00
pay_f5863af444e14d,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.370279+00:00
pay_8daa230f1bc04f,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.372510+00:00
pay_b0414e54d29d48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.375070+00:00
pay_df58c3ef7d5d45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.377806+00:00
pay_ee4d851071674e,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.380976+00:00
pay_894811081a0645,send_reminder,skipped,0,send_reminder not automated yet; notification service required,2026-08-23T07:55:43.383767+00:00
pay_b8583eec85e043,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.386504+00:00
pay_8762b97dbbb34c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.389569+00:00
pay_541fb5b6b7e341,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.392047+00:00
pay_03b9eede25884d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.394455+00:00
pay_a5da5901405d4b,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.397218+00:00
pay_7583fb49df2e43,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.401068+00:00
pay_c435a704261a49,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.403569+00:00
pay_ec6ba30d08db4d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.405899+00:00
pay_19943116b8314c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.408198+00:00
pay_99ef3457f10941,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.410719+00:00
pay_bc0789d5882c4c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.413334+00:00
pay_2dd9b14cbcae4c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.416444+00:00
pay_6789e50f332e45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.418820+00:00
pay_f1d67ea4b2d040,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.421230+00:00
pay_3b952fa41a6642,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.424243+00:00
pay_87a81cc2ed8643,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.426973+00:00
pay_476a0f02115048,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.429324+00:00
pay_815990007dd041,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.432263+00:00
pay_719997839cce48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.435026+00:00
pay_756f07a8e80444,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.437679+00:00
pay_4de63ce0dac049,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.440171+00:00
pay_35746940215c49,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.442688+00:00
pay_ba4a856830f143,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.445083+00:00
pay_4463614bbe6c45,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.447168+00:00
pay_2531470561594c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.449189+00:00
pay_2411b287e2a64d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.451256+00:00
pay_c12ca86133284d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.453262+00:00
pay_0d0f68eeb6e244,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.455907+00:00
pay_cfbd430b58d94b,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.458557+00:00
pay_44c254cbabf747,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.460537+00:00
pay_f1d7b74656c145,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.463105+00:00
pay_9adb916bb74a47,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.465215+00:00
pay_32ef14b43cb44a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.468019+00:00
pay_affec597019046,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.470435+00:00
pay_216119fde87d4a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.472587+00:00
pay_52bf197c365e4a,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.474900+00:00
pay_94f071b753ef42,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.477840+00:00
pay_e7e9905e95fc45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.480788+00:00
pay_034312d49fa14c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.483118+00:00
pay_e93fee3805e449,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.485412+00:00
pay_59d6bd6a213542,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.487715+00:00
pay_a3240a1f508c47,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.490007+00:00
pay_b24bb629a14a4b,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.492484+00:00
pay_6e5ff97815ce48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.496311+00:00
pay_7ca10fcce42a45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.498960+00:00
pay_2a3858d4c0e14a,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.501581+00:00
pay_74a4633a7fea40,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.504708+00:00
pay_658b789db20d41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.507999+00:00
pay_5fa331218bab45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.510348+00:00
pay_8add8044a8b944,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.513405+00:00
pay_88d134a65b714d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.515615+00:00
pay_0e396faf32c845,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.517644+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.519596+00:00
pay_1c2830e255a641,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.523487+00:00
pay_555df0f6b29245,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.525649+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.527867+00:00
pay_4d5ed169c0dd4d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.530240+00:00
pay_6ad5efc4403e48,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.532417+00:00
pay_9b21693c87134e,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:55:43.534559+00:00
pay_d7b68697117047,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.536822+00:00
pay_1b8867ff569043,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:55:43.538989+00:00
pay_c133b4f00f844c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:55:43.541055+00:00
pay_198cc292508e4c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.478494+00:00
pay_3f54f4ed4b644d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.481816+00:00
pay_448b26a786f24f,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.483719+00:00
pay_2bb17e43ca4541,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.485470+00:00
pay_4744ac83dae044,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.487217+00:00
pay_86f8a929396a4a,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.489161+00:00
pay_fad24497accc4f,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.491649+00:00
pay_f5863af444e14d,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.493810+00:00
pay_8daa230f1bc04f,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.495750+00:00
pay_b0414e54d29d48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.497509+00:00
pay_df58c3ef7d5d45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.499515+00:00
pay_ee4d851071674e,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.502121+00:00
pay_894811081a0645,send_reminder,skipped,0,send_reminder not automated yet; notification service required,2026-08-23T07:56:28.504280+00:00
pay_b8583eec85e043,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.507052+00:00
pay_8762b97dbbb34c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.509342+00:00
pay_541fb5b6b7e341,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.511958+00:00
pay_03b9eede25884d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.514254+00:00
pay_a5da5901405d4b,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.516075+00:00
pay_7583fb49df2e43,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.518139+00:00
pay_c435a704261a49,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.519945+00:00
pay_ec6ba30d08db4d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.525430+00:00
pay_19943116b8314c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.527696+00:00
pay_99ef3457f10941,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.529411+00:00
pay_bc0789d5882c4c,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.531063+00:00
pay_2dd9b14cbcae4c,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.532823+00:00
pay_6789e50f332e45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.534881+00:00
pay_f1d67ea4b2d040,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.536805+00:00
pay_3b952fa41a6642,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.539117+00:00
pay_87a81cc2ed8643,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.540962+00:00
pay_476a0f02115048,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.543839+00:00
pay_815990007dd041,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.545704+00:00
pay_719997839cce48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.547430+00:00
pay_756f07a8e80444,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.549083+00:00
pay_4de63ce0dac049,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.550704+00:00
pay_35746940215c49,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.552484+00:00
pay_ba4a856830f143,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.554807+00:00
pay_4463614bbe6c45,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.557617+00:00
pay_2531470561594c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.559445+00:00
pay_2411b287e2a64d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.560962+00:00
pay_c12ca86133284d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.562807+00:00
pay_0d0f68eeb6e244,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.564510+00:00
pay_cfbd430b58d94b,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.566286+00:00
pay_44c254cbabf747,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.567912+00:00
pay_f1d7b74656c145,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.570303+00:00
pay_9adb916bb74a47,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.572540+00:00
pay_32ef14b43cb44a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.574432+00:00
pay_affec597019046,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.576206+00:00
pay_216119fde87d4a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.578060+00:00
pay_52bf197c365e4a,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.580323+00:00
pay_94f071b753ef42,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.582123+00:00
pay_e7e9905e95fc45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.584013+00:00
pay_034312d49fa14c,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.586384+00:00
pay_e93fee3805e449,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.588681+00:00
pay_59d6bd6a213542,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.590735+00:00
pay_a3240a1f508c47,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.592783+00:00
pay_b24bb629a14a4b,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.594509+00:00
pay_6e5ff97815ce48,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.596249+00:00
pay_7ca10fcce42a45,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.597962+00:00
pay_2a3858d4c0e14a,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.599850+00:00
pay_74a4633a7fea40,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.602121+00:00
pay_658b789db20d41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.605714+00:00
pay_5fa331218bab45,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.607939+00:00
pay_8add8044a8b944,retry_now,sent,0,SIMULATED recovery action; Razorpay execution disabled for batch evaluation,2026-08-23T07:56:28.609796+00:00
pay_88d134a65b714d,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.611545+00:00
pay_0e396faf32c845,retry_later,skipped,0,retry_later not automated yet; scheduler required,2026-08-23T07:56:28.613381+00:00
pay_eb9ca6b5d2b04a,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.615450+00:00
pay_1c2830e255a641,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.617747+00:00
pay_555df0f6b29245,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.619646+00:00
pay_93ca49082e4a41,escalate_human,skipped,0,Escalated to human review,2026-08-23T07:56:28.621586+00:00
